X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID
-81.2134084,43.0187167,321016565,9286998,Shoppers Drug Mart #766,1365 Huron Street,,London,N5V1R9,2313489
-81.2182961,43.0181916,321014894,7294670,Northland Pharmacy,112-1251 Huron Street,,London,N5Y4V1,2292017
-81.2163272,43.0176908,321012378,3166157,Wal-Mart Pharmacy # 1157,1275 Highbury Avenue,,London,N5Y1A8,2301825
-79.251696,43.0171981,321012026,2252993,Loblaw Pharmacy #550,821 Niagara Street North,,Welland,L3C1M4,2394737
-79.2274854,43.0167359,321011482,1075810,Wal-Mart Pharmacy,102 Primeway Drive,,Welland,L3C1N0,2409329
-79.2472261,43.0162702,321017196,9765710,Shoppers Drug Mart #793,H2-800 Niagara Street North,,Welland,L3C5Z4,2287137
-81.3251005,43.0143888,321017216,9773710,North London Medical Pharmacy,102-1055 Fanshawe Park Road West,,London,N6G0W7,2304273
-81.2446084,43.0138462,321012439,3303393,London Med Phcy/Advantage Care,113-1135 Adelaide Street North,,London,N5Y5K7,2292593
-81.199387,43.0134076,321014328,6544073,Fanshawe College Pharmacy,1001 Fanshawe College Boulevard,Unit J1000,London,N5Y5R6,2267409
-79.2597494,43.0132007,321012709,38863,Woodlawn Pharmacy,454 First Avenue,,Welland,L3C6A7,2341201
-81.3309128,43.0129441,321016233,8981710,Fox Hollow Pharmacy,104-1215 Fanshawe Park Road West,,London,N6G0R9,2356353
-81.2427616,43.0127508,321016392,9135072,Shoppers Drug Mart #1080,1118 Adelaide Street North,,London,N5Y2N5,2434689
-81.2410078,43.0110473,321017069,9681230,London Centre Pharma Choice,21-1080 Adelaide Street North,,London,N5Y2N1,2274417
-81.2413122,43.0095606,321011643,1318372,Canadian Apothecary,1064 Adelaide Street North,,London,N5Y2N1,2321281
-81.240779,43.0093693,321016076,8805073,United Supermarket Pharmacy,1062 Adelaide Street North,,London,N5Y2N1,2395681
-81.3299729,43.0090368,321014744,7111494,Wal-Mart Pharmacy,1280 Fanshawe Park Road West,,London,N6G5B1,2271777
-81.2634044,43.0080267,321011540,1194594,Western On Campus Pharmacy,1151 Richmond Road,University Western On Ucc Bldg,London,N6A3K7,2322065
-81.2266977,43.0079442,321013012,4456591,Carling Heights Pharmacy,124 Barker Street,,London,N5Y1Y1,2331345
-81.2396533,43.0076787,321016216,895810,Metro Pharmacy #502,1030 Adelaide Street North,,London,N5Y2M9,2330353
-81.2109054,43.0066424,321014194,6331150,Oxbury Pharmacy,59E-1299 Oxford Street East,,London,N5Y4W5,2309761
-79.2529737,43.0056781,321015002,7445712,Niagara Street Pharmacy,545 Niagara Street North,,Welland,L3C1L7,2388193
-81.1756312,43.0052043,321012292,296593,Progressive Drug Mart,114-1920 Dundas Street,,London,N5V3P1,2444257
-81.1768707,43.0047734,321015587,8227475,London Medical Phcy Clarke Rd,1892 Dundas Street,,London,N5W3G4,2310449
-81.3052079,43.00473,321016542,9263717,Shoppers Drug Mart #768,1225 Wonderland Road North,,London,N6G2V9,2422993
-81.2569307,43.0044704,321014890,7287438,Advanced Pharmacy,230 Victoria Street,,London,N6H2C2,2402913
-82.3867398,43.0041292,321014095,6199758,Rexall #6914,697 Cathcart Boulevard,,Sarnia,N7V2N6,2323665
-81.2278442,43.0035093,321016200,8945555,Bellwood Pharmacy,14B-900 Oxford Street East,,London,N5Y5A1,2273457
-79.2868535,43.0034125,321016952,9601996,Shoppers Drug Mart #1194,595 South Pelham Road,,Welland,L3C3C7,2322273
-81.225522,43.0032395,321014951,73743,Meadowcrest Pharmacy,3-931 Oxford Street East,,London,N5Y3K1,2447649
-81.3153332,43.0032381,321012874,4220872,Medical Rx Pharmacy,1476 Alderbrook Road,,London,N6G3V7,2373761
-79.2724199,43.0028862,321014191,6323793,Rexall #8212,325 Thorold Road West,,Welland,L3C3W4,2269953
-81.2279589,43.0018709,321016863,9546191,Shoppers Drug Mart #1060,805 Oxford Street East,,London,N5Y3J8,2418001
-81.1712875,43.0018107,321016124,885572,Wal-Mart Pharmacy,330 Clarke Road,,London,N5W6G4,2272689
-81.1862255,43.0015628,321016549,9272137,Coulter's Guardian Pharmacy,1709 Dundas Street,,London,N5W3E1,2323233
-82.3505276,43.0013909,321011508,112149,Suncare Pharmacy,2-1403 Michigan Avenue,,Sarnia,N7S0B1,2265569
-81.276939,43.0010126,321012441,3307790,Pharmasave,1153 Western Road,,London,N6G1G6,2321057
-81.2265207,43.0009189,321014805,7186591,Drugstore Pharmacy #1091,825 Oxford Street East,,London,N5Y3J8,2301377
-81.1885996,43.0008346,321016391,9133715,Shoppers Drug Mart #737,1657 Dundas Street East,,London,N5W3C6,2421361
-82.3645946,43.0003483,321016310,9063755,Shoppers Drug Mart #1437,1206 Michigan Avenue,,Sarnia,N7S6M7,2277457
-81.2384974,43.000337,321016538,9261390,Srx Pharmacy,D-590 Oxford Street East,,London,N5Y3J1,2318049
-81.1913097,43.0002251,321017028,9657551,London Med Phcy-Advantage Care,1617 Dundas Street,,London,N5W3C3,2334993
-81.1937961,43.0000916,321013637,5516113,Dundas Pharmacy,5-1560 Dundas Street East,,London,N5W3C1,2280993
-81.3321114,43.0000737,321014844,7228877,Synergy Remedy's Rx,108-1635 Hyde Park Road,,London,N6H5L7,2332145
-81.241221,42.9993305,321017256,9805071,Oxford Pharmacy,506 Oxford Street East,,London,N5Y3H7,2404257
-79.2680991,42.9988566,321012433,3294036,Prince Charles Pharmacy,555 Prince Charles Drive North,,Welland,L3C6B5,2369761
-81.329044,42.9986459,321015360,7943951,Tmc Pharmacy,990 Gainsborough Road,,London,N6H5L4,2400657
-81.3331226,42.9981129,321013456,5218196,Grace Drug Store,1070 Gainsborough Road,,London,N6H5L5,2267745
-81.1941909,42.9980683,321016970,9614679,Rexall,5-1553 Dundas Street East,,London,N5W5Y5,2373281
-81.2547211,42.9977159,321013431,5180751,Core Care Pharmacy,825 Richmond Street,,London,N6A3H7,2381185
-81.247966,42.9972976,321014013,6090197,Rexall #1727,350 Oxford Street East,,London,N6A1V7,2407697
-81.2545354,42.9972835,321015233,7755912,Precise Pharmacy,813 Richmond Street,,London,N6A3H6,2353777
-81.2539446,42.9961438,321015946,8646478,Richmond Rx Pharmacy,781 Richmond Street,,London,N6A3H4,2412097
-79.2643807,42.9952067,321014001,6078031,Rexall,200 Fitch Street,Building E,Welland,L3C4V9,2354641
-81.2565597,42.9947884,321015582,8219475,Lmc Pharmacy London,400-140 Oxford Street East,,London,N6A5R9,2293761
-81.2565597,42.9947884,321016940,9594511,Procare Phcy & Compounding Ctr,100-140 Oxford Street East,,London,N6A5R9,2300097
-81.2558438,42.9944177,321017068,9680598,Viva Care Pharmacy,149 Oxford Street East,,London,N6A1T4,2433521
-79.2311461,42.9936839,321016412,9151794,East Main Pharmacy,816 East Main Street,,Welland,L3B3Y7,2391473
-81.2414246,42.9934009,321015977,8681358,Aim Drug Mart,450 Central Avenue,,London,N6B2E8,2392433
-79.2340539,42.9932838,321016872,9549713,Welland Pharmacy,1-601 East Main Street,,Welland,L3B3Y3,2343985
-81.2648326,42.9931589,321012905,4278150,Medicine Shoppe #190,279 Wharncliffe RoadNorth,,London,N6H2C2,2332897
-79.2453864,42.9929005,321012099,2440077,Rose City Pharmacie,188 East Main Street,,Welland,L3B2W3,2312497
-81.2941415,42.9915205,321016707,9400392,London Care Pharmacy North,1261 Beaverbrook Avenue,,London,N6H0G6,2358817
-79.2558943,42.9915161,321012591,3604754,West Main Community Pharmacy,5-154 West Main Street,,Welland,L3C5A2,2447729
-81.2649587,42.9913147,321014964,7395918,Medsave Pharmacy,102-240 Wharncliffe Road North,,London,N6H4P2,2421617
-81.1686617,42.9911486,321015865,8547156,Shoppers Drug Mart #765,142 Clarke Road,,London,N5W5E1,2365489
-81.2269861,42.9903216,321016971,9614795,East Village Apothecary,1-740 Dundas Street,,London,N5W3T4,2363137
-81.2751571,42.9902274,321015949,8649037,Shoppers Drug Mart #968,301 Oxford Street West,,London,N6H1S6,2384257
-82.4017572,42.9900527,321013476,5250630,The Point Care Pharmacy,112-704 Mara Street,,Point Edward,N7V1X4,2320609
-81.2966039,42.9896859,321014796,7177556,Rexall # 1790,1375 Beaverbrook Avenue,,London,N6H0J1,2416097
-81.230225,42.9896153,321015154,7635151,Chapmans's Pharmacy,648-650 Dundas Street,,London,N5W2Y8,2335633
-82.3655423,42.9894311,321013292,4972113,Wiltshire Remedy's Rx,5-940 Murphy Road,,Sarnia,N7S5C4,2312961
-81.2302364,42.9890729,321016380,9123913,London Med Phcy Old East,103-637 Dundas Street,,London,N5W2Z1,2296929
-81.326846,42.9890716,321015206,7718794,Hyde Park Care Pharmacy,1195 Hyde Park Road,Unit 2,London,N6H5K6,2266017
-81.2771319,42.9890672,321014455,67260,Cherryhill Pharmacy,114-101 Cherryhill Boulevard,,London,N6H4S4,2323649
-82.3479257,42.9886938,321013261,4925255,Wal-Mart Pharmacy,1444 Quinn Drive,,Sarnia,N7S6M8,2307745
-81.2931994,42.9886938,321014589,6927338,Costco Pharmacy #530,693 Wonderland Road North,,London,N6H4L1,2338641
-81.2750103,42.9886168,321012549,35269,Serenity Medical Pharmacy,272 Oxford Street West,,London,N6H1S9,2442497
-80.598037,42.9885294,321013305,4985555,Shoppers Drug Mart #1175,19 Stover Street North,,Norwich,N0J1P0,2329105
-81.2349708,42.9881462,321013608,5460672,London Medical Phcy (Downtown),528 Dundas Street,,London,N6B1W6,2265121
-80.5983802,42.9876073,321013291,4971793,Norwich Pharmacy Pharmasave,24 Main Street West,,Norwich,N0J1P0,2367233
-81.2359489,42.9874416,321016867,9547911,Pharmasave Dundas Street,1-493-495 Dundas Street,,London,N6B1W4,2272897
-81.2768274,42.9873893,321016000,8711637,Medical Pharmacy,312 Oxford Street West,,London,N6H4N7,2361569
-79.2506832,42.9866001,321016742,9441357,Samy's Drug Mart Welland,244 King Street,,Welland,L3B3J8,2338145
-82.3867949,42.9861213,321017138,9728912,Shoppers Drug Mart #1032,510 Exmouth Street,,Sarnia,N7T5P3,2398625
-82.3878301,42.9860293,321015443,8055631,Exmouth Pharmacy,3-500 Exmouth Street,,Sarnia,N7T5P4,2298481
-82.3843088,42.9855034,321014465,673676,Northgate Pharmacy,560 Exmouth Street,,Sarnia,N7T5P5,2337729
-81.0492977,42.9853527,321015868,8549715,Dorchester Pharmacy,4327 Hamilton Road,,Dorchester,N0L1G3,2299361
-79.2391204,42.9851641,321013070,4567436,Lincoln Centre Pharmacy,B-390 Lincoln Street,,Welland,L3B4N4,2365537
-81.2384674,42.9851554,321011479,106940,Medicine Shoppe #228,413 King Street,,London,N6B1S5,2421057
-82.3886532,42.9849884,321012093,243472,Medicine Shoppe #247,429 Exmouth Street,,Sarnia,N7T5P1,2368049
-82.3772854,42.984746,321012397,3206471,Centrepoint IDA Pharmacy,3-889 Exmouth Street,,Sarnia,N7T5R3,2411329
-81.294219,42.9846676,321016639,9346512,Oakridge Pharmacy,3-666 Wonderland Road North,,London,N6H4K9,2291201
-81.2502789,42.9844411,321014898,7297230,Shoppers Drug Mart #736,100-431 Richmond Street,,London,N6A6E2,2276577
-79.2357607,42.984373,321015408,8006999,Pharmasave #9698,390 Crowland Avenue,,Welland,L3B1X7,2373025
-81.290409,42.9840156,321015803,8487112,Proudfoot Pharmacy,4-524 Oxford Street West,,London,N6H1T5,2308689
-81.2460282,42.9839157,321013666,5566791,Medpoint Care Pharmacy,169-355 Wellington Street,,London,N6A3N7,2279553
-79.2518043,42.9830681,321014102,6205714,Rexall #6923,399 King Street,,Welland,L3B3K4,2281425
-79.2580613,42.982964,321016242,8990791,Welland Drugstore,1-95 Lincoln Street,,Welland,L3C7C3,2270017
-79.2584387,42.9827667,321013122,4651790,Mahdieh's Pharmacy,16-95 Lincoln Street,,Welland,L3C7C3,2341009
-82.4012779,42.9825848,321016112,8843790,Smg Pharmacy,494 Christina Street North,,Sarnia,N7T5W4,2312849
-81.2282741,42.9821323,321013471,5242953,Hamilton Pharmacy,204 Hamilton Road,,London,N5Z1R1,2264129
-82.4012381,42.9813676,321011859,1778838,Sarnia Pharmacy,206 Maxwell Street,,Sarnia,N7T5C3,2416417
-82.3608656,42.9809149,321012047,2307792,Rapids Pharmachoice,5-1150 Pontiac Drive,,Sarnia,N7S3A7,2349169
-81.2385764,42.980898,321017113,9711635,Ultimate Care Compounding,365 Horton Street East,,London,N6B1L6,2382849
-81.2162165,42.9807108,321016596,9313897,Shoppers Drug Mart #1066,510 Hamilton Road,,London,N5Z1S4,2292385
-81.0556187,42.980243,321012915,42947,Shoppers Drug Mart #1069,2300 Dorchester Road,,Dorchester,N0L1G5,2428993
-82.3536362,42.9790386,321013009,4450276,Metro Pharmacy #544,1375 London Road,,Sarnia,N7S1P6,2310529
-82.363329,42.9788806,321013250,4906196,London Road Pharmacy-Pharmasav,West-1A-1249 London Road,,Sarnia,N7S4T3,2417217
-81.1989526,42.9780476,321016272,9026378,Ealing Pharmacy Ltd,873 Hamilton Road,,London,N5Z1V8,2323409
-82.3893153,42.977734,321014387,6625093,Hogan Pharmacy,457 London Road,,Sarnia,N7T4W9,2431393
-82.3884812,42.977681,321014931,7338598,Hogan Pharmacy,481 London Road,,Sarnia,N7T4X3,2334465
-82.3654565,42.9774554,321012227,2800936,Loblaw Pharmacy #2826,600 Murphy Road,,Sarnia,N7S2X1,2323953
-81.3218549,42.9770526,321014030,6112912,Rexall #1875,740 Hyde Park Road,,London,N6H3W9,2320033
-82.3906072,42.9769324,321014269,6455757,Pharmacy Care,89 Norman Street,,Sarnia,N7T6S3,2402273
-81.3225454,42.9766572,321016255,9008619,Drug Store Pharmacy #2812,1201 Oxford Street West,,London,N6H1V9,2434977
-82.4076279,42.9754228,321016284,9039756,Front St Pharmacy,265 Front Street,,Sarnia,N7T7X1,2297425
-79.2401314,42.9750287,321015249,7778513,Shoppers Drug Mart #795,825 Ontario Road,,Welland,L3B5V6,2387841
-79.2434831,42.9750225,321013075,4572439,Welland Medical Pharmacy,595 Ontario Road,,Welland,L3B0B3,2284833
-81.3221154,42.9747919,321016522,9246354,Shoppers Drug Mart #1278,1186 Oxford Street West,,London,N6H4N2,2364337
-79.2392305,42.974413,321015532,8155471,Welland Life Compounding Phcy,838 Ontario Road,,Welland,L3B5E2,2439953
-81.2444871,42.971806,321015716,8380110,Turner Drug Store,52 Grand Avenue,,London,N6C1L6,2401617
-82.3979762,42.9717731,321015718,8383313,Mitton Street Pharmacy,130 Mitton Street North,,Sarnia,N7T6G6,2280881
-81.2518914,42.9712772,321015285,782674,Wortley Village Pharmasave,190 Wortley Road,,London,N6C4Y7,2362529
-82.4056554,42.9712637,321014201,6347474,Bmc Pharmacy,118 Victoria Street,,Sarnia,N7T5W9,2387153
-82.3987779,42.9697601,321016576,9297557,Shoppers Drug Mart #1031,123 Mitton Street South,,Sarnia,N7T3C5,2290145
-82.3976659,42.9683569,321017165,9742,Wellington Pharmacy,110 Ontario Street South,,Sarnia,N7T1L1,2341585
-81.2619831,42.9679951,321014258,6439758,Viscount Pharmacy,231 Wharncliffe Road South,,London,N6J2L3,2419649
-81.2256458,42.9679425,321013678,5582032,Luna Rx Guardian,130 Thompson Road,,London,N5Z2Y6,2352609
-81.2825908,42.9679387,321014836,7222114,Springbank Pharmacy,390 Springbank Drive,,London,N6J1G9,2298641
-81.2855445,42.9668662,321016332,9081673,Thames Valley Pharmacy,109-460 Springbank Drive,,London,N6J0A8,2394641
-81.6313642,42.9668379,321011534,1178852,Loblaw Pharmacy #2823,626 Victoria Street,,Strathroy,N7G3C1,2282497
-82.3752702,42.9655601,321016249,9000911,Shoppers Drug Mart #1033,260 Indian Road,,Sarnia,N7T3W4,2383665
-81.3622149,42.9644717,321015398,7998679,Riverbend Pharmacy,2-1866 Oxford Street West,,London,N6K0J8,2392641
-82.3781399,42.9632945,321013903,5954595,Food Basics Pharmacy #552,191 Indian Road,,Sarnia,N7T3W3,2275937
-80.0505417,42.9628285,321015712,8375956,Hausers Pharmasave,30 Main Street North,,Hagersville,N0A1H0,2405009
-81.1969046,42.9625996,321012392,3199112,Pond Mills Medical Pharmacy,1166 Commissioners Road East,,London,N5Z4W8,2404641
-81.2853786,42.9624739,321013616,5482319,Berkshire Pharmacy,460 Berkshire Drive,,London,N6J3S1,2434961
-81.2321441,42.9624557,321016582,9305959,Medcen Pharmacy,339 Wellington Road South,,London,N6C5Z9,2380625
-81.2269871,42.9624392,321016289,9045151,N.K.S Health,101-750 Base Line Road East,,London,N6C2R5,2306625
-80.0521025,42.9620093,321013941,6005253,Cavanagh IDA Pharmacy,2-6 Main Street South,,Hagersville,N0A1H0,2446529
-81.1958447,42.961724,321014029,6107474,Shoppers Drug Mart #1077,1155 Comissioners Road East,,London,N5Z4L9,2415313
-81.2056891,42.9612239,321015609,8256077,King Edward Pharmacy,280 King Edward Avenue,,London,N5Z3V3,2395745
-82.4066053,42.9611011,321011811,1653197,Vidal Pharmacy Inc,373 Vidal Street,,Sarnia,N7T2V3,2410881
-82.3696792,42.9609527,321017222,9775638,Wellness Pharmacy Remedy's Rx,1030 Confederation Street,,Sarnia,N7S3Y5,2370737
-81.3345788,42.9600095,321014792,7172551,Byron Community Pharmacy,1-1304 Commissioners Road West,,London,N6K1E1,2425201
-81.2088918,42.9598616,321015331,7899599,Frontenac Pharmacy,971 Commissioners Road East,,London,N5Z3H9,2362673
-81.2620652,42.9596798,321017193,9762839,Shoppers Drug Mart #732,467 Wharncliffe Road South,,London,N6J2M8,2373649
-81.6216879,42.9592594,321016592,9312610,Shoppers Drug Mart 1071,78 Front Street East,,Strathroy,N7G1Y7,2420609
-81.2328614,42.9589951,321015043,7495490,Metro Pharmacy #518,395 Wellington Road South,,London,N6C4P9,2358513
-81.2621456,42.9586416,321015996,8706830,London Medical Phcy Base Line,25 Base Line Road West,,London,N6J1V1,2279009
-81.3302535,42.9585712,321015983,8694157,Shoppers Drug Mart #1065,1224 Commissioners Road West,,London,N6K1C7,2299569
-81.2595294,42.9585097,321016224,8973391,Wharncliffe Pharmacy,11 Base Line Road East,Unit 1-2,London,N6C5Z8,2304897
-81.6254885,42.9581898,321013183,4751432,Bossons Pharmacy,35 Front Street West,,Strathroy,N7G1X5,2298689
-81.259925,42.9580373,321014970,7404196,Drug Store Pharmacy #4244,7 Baseline Road East,,London,N6C5Z8,2276033
-81.3314285,42.9579323,321013962,6033874,Rexall #1073,1240 Commissioners Road West,,London,N6K1C7,2412017
-81.3316004,42.9577944,321012727,3932356,Metro Pharmacy #519,1244 Commissioners Road West,,London,N6K1C7,2425473
-81.2325012,42.9577831,321015950,8650319,Shoppers Drug Mart #1146,106-645 Commissioners Road,,London,N6C2T9,2336305
-81.2681926,42.95687,321017008,9646476,Commissioners Pharmacy,5-163 Commissioners Road West,,London,N6J1X9,2437665
-81.623356,42.9559923,321016429,9165093,Strathroy Medical Pharmacy,17 Frank Street,,Strathroy,N7G2R2,2334225
-81.2888692,42.955669,321012506,3432039,Food Basics Pharmacy #592,509 Commissioners Road,,London,N6J1Y5,2352657
-81.2765195,42.9556303,321014725,7087074,Medicine Shoppe Pharmacy #144,8-312 Commissioners Road West,,London,N6J1Y3,2270641
-81.2731382,42.9556044,321014871,7262151,Knight Hill Pharmacy,551 Knights Hill Road,Unit 1,London,N6J3A1,2436049
-81.2303109,42.9551281,321014959,7393233,Yurek Pharm&Homehealth Care,555 Wellington Road,,London,N6C4R3,2414417
-81.1945962,42.9546498,321014877,7267478,Glenroy Pharmacy,3 Glenroy Road,Unit 5,London,N5Z4H2,2324049
-81.2898661,42.9537222,321016995,9633676,Shoppers Drug Mart #1062,530 Commissioners Road West,,London,N6J1Y6,2392161
-81.4234967,42.9523296,321016190,8931917,Instacare Pharmacy & Clinic,203-10166 Glendon Drive,,Komoka,N0L1R0,2295041
-81.3313855,42.952232,321016078,8808392,Pharmasave Boler Pharmacy,431 Boler Road,Unit 5,London,N6K2K8,2270081
-79.853892,42.9513936,321014305,6509575,Cayuga IDA Pharmacy,18 Talbot Street East,,Cayuga,N0A1E0,2291217
-81.2307819,42.9505537,321014202,6348874,Wilkins Pharmacy,5-699 Wilkins Street,,London,N6C5C8,2314657
-81.6290703,42.9503763,321015697,8362194,Pharmacy On Metcalfe,278 Metcalfe Street West,,Strathroy,N7G1N3,2366817
-79.0555225,42.9502392,321015474,8087759,Stevensville Pharmacy,3-2763 Stevensville Road,,Stevensville,L0S1S0,2343089
-81.4384167,42.9499509,321016209,8952591,Komoka Kilworth Pharmacy,22635 Komoka Road,,Komoka,N0L1R0,2393409
-82.1184114,42.9491126,321012234,2818516,Paul Marley Pharmacy,607 Broadway Street,,Wyoming,N0N1T0,2303985
-81.6121491,42.9490192,321016706,9398993,Strathroy Pharmasave,351 Frances Street,,Strathroy,N7G2L7,2400689
-81.6064672,42.9490049,321015929,8625892,Wal-Mart Pharmacy,150 Carroll Street East,,Strathroy,N7G3H3,2326193
-81.8803744,42.9482938,321012267,2908456,Mclaren Pharmacy,5299 Nauvoo Road,,Watford,N0M2S0,2342145
-81.2919222,42.9477907,321013210,4818193,Dini IDA Pharmacy,C02-785 Wonderland Road South,,London,N6K1M6,2303825
-81.6133101,42.9467501,321015814,8499270,Medicenter Pharmacy,4-360 Caradoc,,Strathroy,N7G2P6,2281489
-81.2588944,42.946638,321011869,1822031,Care Plus Pharmacy IDA,100 Belmont Drive,,London,N6G3T4,2277025
-81.2007535,42.9460407,321015001,7445393,Silver Fox Pharmacy,1208 Southdale Road East,,London,N6E1B4,2379345
-81.2879699,42.9457527,321012417,3264390,My Care Pharmacy,844 Wonderland South,,London,N6K2V8,2293921
-81.4326221,42.9444895,321016650,9354637,Komoka Pharmacy,1-9918 Glendon Drive,,Komoka,N0L1R0,2400961
-81.2150745,42.944003,321015511,8131791,London Medical Phcy Southdale,769 Southdale Road East,Unit 9,London,N6E3B9,2262465
-81.2878022,42.9432644,321015559,8189836,Wellness Pharmacy,925 Wonderland,,London,N6K3R5,2447825
-81.2133908,42.9431532,321017097,9700870,Shoppers Drug Mart #733,900 Adelaide Street South,,London,N6E4A4,2447025
-81.2362526,42.9427686,321013202,4812117,Nixon Pharmacy,102-510 Southdale Road East,,London,N6E0B2,2267617
-81.2293899,42.9424614,321016984,962756,Loblaw Pharmacy #4386,635 Southdale Road East,,London,N6E3W6,2419505
-81.2372422,42.9420086,321014018,6094790,Rexall #1768,1795 Ernest Avenue,,London,N6E2V5,2261729
-81.2440795,42.9413884,321015594,8240432,Shoppers Drug Mart #1072,395 Southdale Road East,Unit A,London,N6E1A2,2358385
-81.2830263,42.9398262,321016336,9084117,Shoppers Drug Mart #767,1051 Wonderland Road South,,London,N6K3X4,2370529
-81.2824063,42.939271,321015469,8078439,Wonderland Pharmacy,1061 Wonderland Road South Unit 2,,London,N6K3X4,2265169
-81.2939115,42.9387701,321016614,9326277,Farnham Pharmacy,1005 Farnham Road,,London,N6K1S3,2351249
-81.2781553,42.9381439,321013197,4797410,Loblaw Pharmacy #1016,3040 Wonderland Road South,,London,N6L1A6,2397121
-81.2053871,42.9355748,321014196,6336397,Yurek Specialties Ltd,526 Newbold Street,,London,N6E1K6,2396241
-81.2137558,42.9351296,321011755,1519315,Carerx London,112 Newbold Court,,London,N6E1Z7,2313905
-80.2918651,42.935104,321015566,8201554,Waterford Phcy & Health Food,9 Alice Street,Po Box 579,Waterford,N0E1Y0,2313041
-81.2038416,42.9345768,321013892,5937356,Rexall Specilaty #8101,841-845 Consortium Court,,London,N6E2S8,2375441
-81.3163433,42.9343513,321013136,46783,Shoppers Drug Mart #1401,3090 Colonel Talbot Road,,London,N6P0B3,2320273
-81.2299694,42.9338194,321015471,8081899,London Medical Phcy(Bradley),595 Bradley Avenue,,London,N6E3Z8,2341025
-81.2196177,42.9333912,321014764,7129038,Medisystem Pharmacy 6030,24-30-1100 Dearness Drive,,London,N6E1N9,2258785
-81.2033361,42.9333816,321016329,9078035,Greenshield Pharmacy,629 Consortium Crt,,London,N6E2S8,2405521
-81.2375948,42.9330241,321015700,8364753,Ernest Pharmacy & Med Centre,11-1401 Ernest Avenue,,London,N6E2P6,2433969
-80.2898523,42.9325122,321014025,6105038,Rexall,792 Regional Road #24,,Waterford,N0E1Y0,2323057
-81.2246848,42.9315781,321014219,6374210,Wal-Mart Pharmacy,1105 Wellington Road South,White Oaks Mall,London,N6E1V4,2345009
-81.2246848,42.9315781,321017219,9774158,Shoppers Drug Mart #1390,1105 Wellington Road,,London,N6E1V4,2429201
-78.9186723,42.9299123,321012315,3018193,Mrs.O's Pharmacy,118 Jarvis Street,,Fort Erie,L2A2S4,2309009
-81.2131561,42.9158416,321016697,9390152,Costco Pharmacy #1619,3140 Dingman Drive,,London,N6E3W8,2362545
-78.9251967,42.9125082,321016396,9137310,Whole Health Phcy Fort Erie,10-238 Bertie Street,,Fort Erie,L2A1Z3,2421793
-81.2926049,42.9118199,321012048,2309415,Greenhills Pharmacy Ltd,2335 Main Street,,London,N6P1A7,2443089
-81.4957769,42.9100867,321014968,7401359,Cds Pharmacy,22534 Adelaide Street,,Mt Brydges,N0L1W0,2291313
-81.2990565,42.9096087,321013038,4500873,Lambeth Drugs,2530 Main Street,,London,N6P1R2,2362833
-81.420564,42.9074474,321013394,5129354,Delaware Pharmacy,11569 Longwoods Road,,Delaware,N0L1E0,2331969
-78.9411957,42.9066259,321013851,5863078,Drug Store Pharmacy #4162,1135 Thompson Road,,Fort Erie,L2A6A8,2426289
-78.9437991,42.9062588,321013869,5899717,Wal-Mart Pharmacy,750 Garrison Road,,Fort Erie,L2A1N7,2365425
-78.9302904,42.9059057,321016645,9350472,Shoppers Drug Mart #783,450 Garrison Road,,Fort Erie,L2A1N2,2359745
-78.9397815,42.9058866,321016908,9575952,Garrison Square Remedy's Rx,7-660 Garrison Road,,Fort Erie,L2A6E2,2377649
-79.6246165,42.9054661,321013369,5090199,Grand River Pharmacy,334 Broad Street West,,Dunnville,N1A1T1,2343297
-78.9625842,42.9052474,321014488,6783439,Crescent Park Pharmacy,5-1264 Garrison Road,,Fort Erie,L2A1P1,2443025
-78.9225447,42.9051825,321014949,7370631,Fort Erie Pharmacy,6-224 Garrison Road,,Fort Erie,L2A1M7,2429185
-79.2669089,42.9049179,321016547,9271753,Northland Pharmacy,175-287 West Side Road,,Port Colborne,L3K5L2,2448897
-78.925871,42.9047229,321014004,6084550,Rexall,310-C Garrison Road,,Fort Erie,L2A1M7,2318545
-78.9715101,42.9039776,321016816,9523599,Freeland Pharmacy,1485 Garrison Road,,Fort Erie,L2A1P8,2376417
-79.6174171,42.9034494,321017284,9881737,Hausers Pharmacy,140 Broad Street East,,Dunnville,N1A1E9,2390881
-79.6175268,42.90265,321014186,6319316,Rexall #8209,155 Lock Street East,,Dunnville,N1A1J6,2380033
-81.4702922,42.8981103,321012997,4433731,S W Middlesex Hlth Centre Phcy,22262 Mill Road,,Mount Brydges,N0L1W0,2314017
-82.4527341,42.8917701,321017271,9812937,Hogan Pharmacy,348 Lyndock Street,,Corunna,N0N1G0,2441505
-80.1107933,42.891398,321012375,3161410,Cavanagh IDA Pharmacy (Jarvis),2121 Main Street North,,Jarvis,N0A1J0,2403105
-79.2595669,42.8913201,321013154,4713233,Matheson Pharmacy,427 Steele Street,,Port Colborne,L3K4Y2,2330273
-79.2614167,42.8911815,321016954,9603271,Port Medical Pharmacy,9-254 Killaly Street West,,Port Colborne,L3K6A6,2422945
-82.4535352,42.8880735,321014687,7038797,Pharmasave Corunna Pharmacy,409 Lyndoch Street,,Corunna,N0N1G0,2372049
