X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,ENGLISH_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,COMMUNITY,POSTAL_CODE,OBJECTID,FORMATTED_ADDRESS
-79.3647682,44.3105616,321016159,889676,Shoppers Drug Mart #941,20917 Dalton Road,,Sutton,L0E1R0,2400833,,"20917 Dalton Rd, Georgina, ON L0E 1R0, Canada"
-78.3212265,44.3105291,321016064,8791113,Carerx Peterborough,5-555 George Street North,,Peterborough,K9H3S1,2277985,,"555 George St N #5, Peterborough, ON K9H 3S1, Canada"
-77.9570934,44.3093178,321015598,8245570,Johnstons Pharmacy,6 Front Street,,Hastings,K0L1Y0,2378801,,"6 Front St W, Hastings, ON K0L 0B1, Canada"
-79.3637123,44.3084145,321016690,9387317,Procare Pharmacy,5-20887 Dalton Road,,Sutton West,L0E1R0,2408385,,"20887 Dalton Rd #5, Sutton West, ON L0E 1R0, Canada"
-77.8008502,44.3081008,321014396,6638472,Rx Drug Mart,16 Grand Road,,Campbellford,K0L1L0,2311505,,"16 Grand Rd, Campbellford, ON K0L 1L0, Canada"
-77.795976,44.3077992,321011858,1773511,Mac Laren Pharmacy,79 Bridge Street East,,Campbellford,K0L1L0,2437441,,"79 Bridge St E, Campbellford, ON K0L 1L0, Canada"
-79.3634043,44.3073981,321014747,7113731,Ben's Pharmacy,20865 Dalton Road,,Sutton West,L0E1R0,2398177,,"20865 Dalton Rd, Sutton West, ON L0E 1R0, Canada"
-78.3199082,44.3067771,321016861,9545557,George St Pharmacy,432 George Street North,,Peterborough,K9H3R5,2432785,,"432 George St N, Peterborough, ON K9H 3R5, Canada"
-78.310324,44.305941,321013113,4633392,Sullivans Pharmacy,71 Hunter Street East,,Peterborough,K9H1G4,2294769,,"71 Hunter St E, Peterborough, ON K9H 1G4, Canada"
-81.2729196,44.3055324,321012432,3292458,Paisley Drugs,514 Queen Street South,,Paisley,N0G2N0,2397201,,"514 Queen St S, Paisley, ON N0G 2N0, Canada"
-78.3118245,44.3049622,321016424,9162915,Burnham Medical Pharmacy,370 Burnham Street,,Peterborough,K9H1T6,2356545,,"370 Burnham St, Peterborough, ON K9H 1T6, Canada"
-78.3724549,44.3045193,321016889,9563796,Parkhill Pharmacy,107-110 Chandler Crescent,,Peterborough,K9J0K9,2372961,,"110 Chandler Cres #107, Peterborough, ON K9J 0K9, Canada"
-78.3213186,44.3044655,321015198,7703951,Lakeview Pharmacy Ltd,191 Simcoe Street,,Peterborough,K9H2H6,2327889,,"191 Simcoe St, Peterborough, ON K9H 2H6, Canada"
-79.3587947,44.3041467,321012208,2755799,Sutton Apothecary,121 High Street,Po Box 100,Sutton,L0E1R0,2369873,,Canada
-78.3238561,44.3035211,321017238,9791433,Shoppers Drug Mart #995,250 Charlotte Street,,Peterborough,K9J2V1,2259857,,"250 Charlotte St, Peterborough, ON K9J 2V1, Canada"
-78.3227818,44.3034404,321013128,466196,New Day Pharmacy Inc,226 Charlotte Street,,Peterborough,K9J2T8,2395425,,"226 Charlotte St, Peterborough, ON K9J 2T8, Canada"
-78.3247199,44.3033623,321013552,5377996,Charlotte Care Pharmacy,100-270 Charlotte Street,,Peterborough,K9J2V4,2275601,,"270 Charlotte St #100, Peterborough, ON K9J 2V4, Canada"
-79.3572179,44.303082,321016486,9214156,Better Care Pharmacy Sutton,97 High Street,,Sutton,L0E1R0,2330337,,"97 High St, Sutton West, ON L0E 1R0, Canada"
-78.3228395,44.3024097,321013757,5709076,Aylmer Street Pharmacy,296 Aylmer Street,,Peterborough,K9J3K7,2371265,,"296 Aylmer St N, Peterborough, ON K9J 3K7, Canada"
-78.3455399,44.3012146,321013669,5568398,Pharmasave The Clinic Pharmacy,26 Hospital Drive,,Peterborough,K9J7C3,2337393,,"26 Hospital Dr, Peterborough, ON K9J 7C3, Canada"
-78.3193176,44.3003538,321012036,2280392,Loblaw Pharmacy 4061,230 George Street North,,Peterborough,K9J3G8,2425777,,"230 George St N, Peterborough, ON K9J 3G8, Canada"
-77.5499992,44.3003114,321013634,5513875,Pharmasave,2-160 North Street,,Stirling,K0K3E0,2439505,,"160 North St #2, Stirling, ON K0K 3E0, Canada"
-78.3405263,44.2998791,321013326,5019972,Medical Centre Pharmacy,707 Charlotte Street,,Peterborough,K9J7B3,2409361,,"707 Charlotte St, Peterborough, ON K9J 2X5, Canada"
-78.3406825,44.2994685,321011854,1759975,Westmount Pharmacy,1293 Clonsilla Avenue,,Peterborough,K9J5Z3,2294177,,"1293 Clonsilla Ave, Peterborough, ON K9J 6X8, Canada"
-78.558306,44.2994461,321015910,8593710,Countryside Pharmacy,19 King Street East,Po Box 56,Omemee,K0L2W0,2322049,,"19 King St E, Omemee, ON K0L 2W0, Canada"
-81.0957467,44.2991489,321014843,7228751,Chesley Pharmacy,38 1st Avenue South,,Chesley,N0G1L0,2296113,,"38 1st Ave S, Chesley, ON N0G 1L0, Canada"
-81.0951648,44.299085,321014099,6203592,Rexall #6919,55 First Avenue South,,Chesley,N0G1L0,2346209,,"55 1st Ave S, Chesley, ON N0G 1L0, Canada"
-79.6106894,44.2988439,321015451,8060876,Health Hub Pharmacy,1100-7325 Yonge Street,,Innisfil,L9S2M6,2336417,,"7325 Yonge St Suite 1100, Innisfil, ON L9S 2M6, Canada"
-77.5430407,44.2976833,321016408,9145953,Stirling Pharmacy,9D Tuftsville Road,,Stirling,K0K3E0,2382225,,"9 Tuftsville Rd, Stirling, ON K0K 3E0, Canada"
-78.3213018,44.2966067,321014092,6192274,Rexall #6911,85 George Street North,,Peterborough,K9J3G3,2433009,,"85 George St N, Peterborough, ON K9J 3G3, Canada"
-78.2898538,44.2923596,321012509,3454755,Loblaw Pharmacy,400 Lansdowne Street East,,Peterborough,K9L0B2,2374625,,"400 Lansdowne St E, Peterborough, ON K9L 0B2, Canada"
-78.2979839,44.2901543,321016024,8736718,Lansdowne Pharmacy,196 Lansdowne Street East,,Peterborough,K9J7N9,2328033,,"Inside Lansdowne Pharmacy, 196 Lansdowne St E, Peterborough, ON K9J 7N9, Canada"
-78.3715206,44.2892456,321011867,1808075,Sherbrooke Heights Pharmacy,1625 Sherbrooke Street West,Unit 6,Peterborough,K9J6X4,2271297,,"1625 Sherbrooke St W #6, Peterborough, ON K9J 6X4, Canada"
-78.8598916,44.284725,321013736,5681032,Little Britain Pharmacy,415 Eldon Road,,Little Britain,K0M2C0,2275889,,"415 Eldon Rd, Little Britain, ON K0M 0B5, Canada"
-78.3214242,44.2846439,321012818,4118476,Mather & Bell Pharmacy Ltd,769 Park Street South,,Peterborough,K9J3T6,2291505,,"769 Park St S, Peterborough, ON K9J 3T6, Canada"
-78.3434248,44.2844022,321012358,3123596,Wal-Mart Pharmacy #1162,950 Lansdowne Street West,,Peterborough,K9J1Z9,2427665,,"950 Lansdowne St W, Peterborough, ON K9J 1Z9, Canada"
-78.3348444,44.2838396,321014195,6332113,Shoppers Drug Mart #614,741 Lansdowne Street West,,Peterborough,K9J1Z2,2324337,,"741 Lansdowne St W, Peterborough, ON K9J 1Z2, Canada"
-78.3343105,44.2831205,321013505,5306956,High St. Guardian Pharmacy,9-815 High Street,,Peterborough,K9J8J9,2344769,,"815 High St unit 9, Peterborough, ON K9J 0B6, Canada"
-78.3457533,44.2824494,321014971,74056,Kashyap's Pharmacy,1040 Lansdowne Street West,,Peterborough,K9J2A1,2283409,,"1040 Lansdowne St W, Peterborough, ON K9J 1Z9, Canada"
-78.3509436,44.2824242,321015095,7560356,Sobeys Pharmacy #7223,1200 Landsdowne Street West,,Peterborough,K9J2A1,2446481,,"1200 Lansdowne St W, Peterborough, ON K9J 2A1, Canada"
-78.3342623,44.2816856,321011871,1833154,Loblaw Pharmacy #2831,769 Borden Avenue,,Peterborough,K9J1Z2,2295601,,"769 Borden Ave, Peterborough, ON K9J 0B6, Canada"
-78.3477879,44.2799781,321016204,8946830,Kawartha Health Solutions Phcy,261-1135 Lansdowne Street West,,Peterborough,K9J7M2,2269745,,"1135 Lansdowne St W #261, Peterborough, ON K9J 7M2, Canada"
-76.7202876,44.2768449,321017186,9758354,Odessa Pharmacy,115 Main Street,,Odessa,K0K2H0,2273665,,"115 Main St, Odessa, ON K0H 2H0, Canada"
-79.7205977,44.2750263,321012769,4013873,Thornton Pharmacy & Health Foo,4171 Innisfil Beach Road,,Thornton,L0L2N0,2420129,,"4171 Innisfil Beach Rd, Thornton, ON L0L 2N0, Canada"
-76.4426382,44.2749901,321016799,9514956,Lovell Drugs,812B John Marks Avenue,,Kingston,K7K0J7,2304545,,"812 John Marks Ave, Kingston, ON K7K 0J7, Canada"
-78.3757384,44.2740599,321014204,6351636,Shoppers Drug Mart #1017,1875 Lansdowne Street West,,Peterborough,K9K0C9,2269073,,"1875 Lansdowne St W, Peterborough, ON K9K 1R4, Canada"
-76.5673561,44.2730114,321016850,9540437,Royal Drugs,7-631 Fortune Crescent,,Kingston,K7P0L5,2373569,,"631 Fortune Crescent #7, Kingston, ON K7P 0L5, Canada"
-78.3404702,44.2720892,321011533,1176916,Costco Pharmacy #591,485 The Parkway,,Peterborough,K9J2A1,2386817,,"485 The Parkway, Peterborough, ON K9J 6W8, Canada"
-76.4431792,44.2716031,321015847,8533713,Bioscript Pharmacy,8-673 Innovation Drive,,Kingston,K7L5E4,2426161,,"673 Innovation Dr #8, Kingston, ON K7K 7E6, Canada"
-79.7216458,44.2709626,321016497,9229391,Queen's Family Pharmacy,238 Barrie Street,,Thornton,L0L2N0,2324641,,"238 Barrie St, Thornton, ON L0L 2N0, Canada"
-76.4514735,44.2703439,321014703,7050950,Riverdale Pharmacy,B1-1218 Highway #15,,Kingston,K7K7J8,2318065,,
-76.4801117,44.269007,321017272,9813071,Shoppers Drug Mart #1205,105 Sutherland Drive,,Kingston,K7K5V6,2350017,,"105 Sutherland Dr, Kingston, ON K7K 5V6, Canada"
-76.4965956,44.2660976,321011527,1168596,Shoppers Drug Mart #604,1201 Division Street,,Kingston,K7K6X4,2268785,,"1201 Division St, Kingston, ON K7K 6X4, Canada"
-76.5726236,44.2650294,321017099,9701575,Wal-Mart Pharmacy,1130 Midland Avenue,,Kingston,K7P2X9,2329777,,"1130 Midland Ave, Kingston, ON K7P 2X9, Canada"
-76.5002901,44.2643442,321011749,1506631,Loblaw Pharmacy,1162 Division Street,,Kingston,K7K0C3,2309985,,"1162 Division St, Kingston, ON K7K 0C3, Canada"
-76.4912236,44.2626912,321013167,4732873,Weller Pharmacy,2-263 Weller Avenue,,Kingston,K7K2V4,2363777,,"263 Weller Ave #2, Kingston, ON K7K 2V4, Canada"
-79.0674593,44.2623944,321016581,9305557,Sunderland Health Center Inc,103 River Street,,Sunderland,L0C1H0,2343393,,"103 River St, Sunderland, ON L0C 1H0, Canada"
-79.5539992,44.2621064,321014282,6467799,Lefroy Pharmacy,B-1311 Killarney Beach Road,Po Box 539,Lefroy,L0L1W0,2321905,,"1311 Killarney Beach Rd b, Lefroy, ON L0L 1W0, Canada"
-76.9693738,44.2620322,321015930,8627391,Wal-Mart Pharmacy,89 Jim Kimmett Boulevard,,Napanee,K7R3L1,2445313,,"89 Jim Kimmett Blvd, Napanee, ON K7R 3L1, Canada"
-76.5975001,44.2614362,321012445,3315273,West Side Pharmacy&Compounding,3079 Princess Street,,Kingston,K7L4V2,2294305,,"3079 Princess St, Kingston, ON K7P 0T9, Canada"
-80.5507062,44.2612627,321017285,989390,Flesherton Pharmacy,7 Durham Street,,Flesherton,N0C1E0,2331441,,"7 Durham St, Flesherton, ON N0C 1E0, Canada"
-76.5720743,44.2610628,321012630,3699395,Loblaw Pharmacy #1083,1048 Midland Avenue,,Kingston,K7P2X9,2337473,,"Parking lot, 1048 Midland Ave, Kingston, ON K7L 5G8, Canada"
-76.5604551,44.2601848,321013554,5380456,Costco Pharmacy #533,1015 Centennial Drive,,Kingston,K7P3B7,2303185,,"Parking lot, 1015 Centennial Dr, Kingston, ON K7P 3B7, Canada"
-76.5816814,44.2601236,321015742,8412755,Bayridge Pharmacy,2790 Princess Street,,Kingston,K7P1W9,2298881,,"2790 Princess St, Kingston, ON K7P 1W9, Canada"
-76.9631832,44.2593516,321014118,6230036,Rexall #6945,470 Centre Street North,,Napanee,K7R1P8,2363649,,"470 Centre St N, Napanee, ON K7R 1P8, Canada"
-76.5215038,44.2593071,321016151,8889036,Kingstown Pharmasave,1479 John Counter Boulevard,,Kingston,K7M7J3,2382817,,"1479 John Counter Blvd, Kingston, ON K7M 7J3, Canada"
-76.4558052,44.2589328,321014400,6644937,Bryan's Pharmacy,235 Gore Road,Rideau Town Centre,Kingston,K7L5H6,2316001,,"235 Gore Rd, Kingston, ON K7K 6N3, Canada"
-76.5559405,44.2586888,321015585,8225878,Medix Pharmacy,2392 Princess Street,,Kingston,K7M3G4,2406337,,"2392 Princess St, Kingston, ON K7M 3G4, Canada"
-76.9626465,44.2586788,321015542,8170597,Drugstore Pharmacy 4275,450 Centre Street North,,Napanee,K7R1P8,2351265,,"450 Centre St N, Napanee, ON K7R 1P8, Canada"
-76.5583125,44.2575162,321013001,4438674,Shoppers Drug Mart #1429,100-2437 Princess Street,,Kingston,K7M3G1,2289025,,"Parking lot, 2437 Princess St Unit # 100, Kingston, ON K7M 3G1, Canada"
-76.549981,44.2572161,321012183,270030,Freshco Pharmacy,2327 Princess Street,,Kingston,K7M3G1,2435505,,"2327 Princess St, Kingston, ON K7M 3G1, Canada"
-76.9632061,44.256959,321012683,3825258,Metro Pharmacy #561,35 Alkenbrack Street,,Napanee,K7R4C4,2283569,,"35 Alkenbrack St, Napanee, ON K7R 4C4, Canada"
-76.5721685,44.2563272,321016635,9345238,Shoppers Drug Mart #1284,L074-945 Gardiners Road,,Kingston,K7M7H4,2350801,,"945 Gardiners Rd Unit L074, Kingston, ON K7M 7H4, Canada"
-76.9607116,44.2563111,321014730,7094477,Shoppers Drug Mart #1182,2-10 Alkenbrack Street,,Napanee,K7R0A6,2399121,,"10 Alkenbrack St Unit # 2, Napanee, ON K7R 0A6, Canada"
-76.4981195,44.2556682,321015894,8575437,Elliott Drug Mart,12-400 Elliott Avenue,,Kingston,K7K6M9,2385841,,"400 Elliott Ave #12, Kingston, ON K7K 6M9, Canada"
-76.4599074,44.2552748,321013858,5877198,Shoppers Drug Mart #1291,823 Highway 15,,Kingston,K7L4V3,2338001,,"823 15, Kingston, ON K7K 6G2, Canada"
-76.461018,44.2532334,321013066,45588,Barriefield Pharmasave,760 Highway 15,Units 13&14,Kingston,K7L0C3,2424689,,"760 ON-15, Lombardy, ON K0E 1N0, Canada"
-76.5931242,44.2517965,321012556,35349,Shoppers Drug Mart #1144,775 Strand Boulevard,,Kingston,K7P2S7,2295505,,"775 Strand Blvd, Kingston, ON K7P 2S7, Canada"
-76.5690702,44.2511094,321014925,7334672,Medical Tree Pharmacy,6-795 Gardiners Road,,Kingston,K7M7E6,2347537,,"795 Gardiners Rd #6, Kingston, ON K7M 7E6, Canada"
-76.5535146,44.2503207,321013907,5957832,Rexall Pharma Plus #108,817 Edgar Street,,Kingston,K7M8Y4,2332689,,"817 Edgar St, Kingston, ON K7M 8Y4, Canada"
-76.5661013,44.2494876,321017237,9790158,Food Basics Pharmacy #556,A002-770 Gardiners Road,,Kingston,K7M3X9,2347185,,"770 Gardiners Rd a002, Kingston, ON K7M 0A2, Canada"
-76.58061,44.2483949,321013811,5793992,Milford Pharmacy,728 Milford Drive,,Kingston,K7P1C6,2393761,,"728 Milford Dr, Kingston, ON K7P 1C6, Canada"
-76.949491,44.2483377,321016326,9075797,Napanee Richmond Medical Phcy,107 John Street,,Napanee,K7R1R1,2305953,,"107 John St, Napanee, ON K7R 1R1, Canada"
-76.9497076,44.2479533,321015656,8310151,Wallace's Drug Store Ltd,27 Dundas Street East,Po Box 126 Stn Main,Napanee,K7R1H5,2410129,,"27 Dundas St E, Napanee, ON K7R 1H5, Canada"
-76.9509685,44.246764,321012169,2661079,Gray's IDA Drug Store,18 Dundas Street West,,Napanee,K7R1Z4,2262945,,"18 Dundas St W, Napanee, ON K7R 1Z4, Canada"
-79.472103,44.2437413,321015170,7659795,Keswick Medical Pharmacy,198 Church Street,,Keswick,L4P1J7,2292097,,"198 Church St, Keswick, ON L4P 1J7, Canada"
-76.5148269,44.2433168,321012372,31423,Shoppers Drug Mart #1209,1011 Princess Street,,Kingston,K7L1H3,2443601,,"Parking lot, 1011 Princess St, Kingston, ON K7L 1H3, Canada"
-76.5185168,44.2428341,321012914,4293311,Loblaw Pharmacy #1040,1100 Princess Street,,Kingston,K7L5G8,2338049,,"1100 Princess St, Kingston, ON K7L 5G8, Canada"
-79.4732319,44.2424975,321012698,3854537,Ben's Pharmacy,190 Simcoe Avenue,,Keswick,L4P2H7,2437585,,"190 Simcoe Ave, Keswick, ON L4P 2H7, Canada"
-76.4957341,44.2422589,321014446,6713871,Division Pharmacy,2-472 Division Street,,Kingston,K7K4B1,2435345,,"472 Division St Unit 2, Kingston, ON K7K 4B1, Canada"
-76.5156566,44.2419188,321013994,6072714,Rexall Pharma Plus #1529,1036 Princess Street,,Kingston,K7L1H2,2446209,,"1036 Princess St, Kingston, ON K7L 1H2, Canada"
-78.1617176,44.2407057,321012807,4104276,Keene Drug Mart,1105 Heritage Line,,Keene,K0L2G0,2315297,,"1105 Heritage Line, Keene, ON K0L 2G0, Canada"
-76.9686511,44.2402289,321014615,6953674,Paul's Lenadco Pharmacy,2-310 Bridge Street West,,Napanee,K7R2E6,2427377,,"310 Bridge St W #2, Napanee, ON K7R 0A4, Canada"
-76.5259726,44.2399221,321014705,7056277,Med+ Pharmacy,277 Bath Road,,Kingston,K7M2X6,2264913,,"277 Bath Rd., Kingston, ON K7M 2X6, Canada"
-76.5067747,44.2394042,321012086,2408772,Frontenac Medical Pharmacy,789 Princess Street,,Kingston,K7L1E9,2360481,,"789 Princess St, Kingston, ON K7L 1E9, Canada"
-76.507226,44.2388987,321014082,6179011,Medical Arts Pharmacy,800 Princess Street,,Kingston,K7L1E4,2268065,,"800 Princess St., Kingston, ON K7L 1G3, Canada"
-76.4851617,44.2386033,321014293,6483156,B&B Pharmacy,3-235 Montreal Street,,Kingston,K7K3G6,2366481,,"235 Montreal St #3, Kingston, ON K7K 3G6, Canada"
-76.4857755,44.2384927,321014112,6216917,Rexall #6934,240 Montreal Street,,Kingston,K7K3G8,2340593,,"240 Montreal St, Kingston, ON K7K 3G8, Canada"
-76.5919596,44.237811,321014911,7313891,Drugstore Pharmacy #4231,1030 Coverdale Drive,,Kingston,K7M8X7,2374369,,"Parking lot, 1030 Coverdale Dr, Kingston, ON K7M 8X7, Canada"
-76.5751466,44.2372382,321016241,8989393,Frontenac IDA Pharmacy,1761 Bath Road,,Kingston,K7M4Y3,2291457,,"1761 Bath Rd, Kingston, ON K7M 4Y3, Canada"
-79.4641886,44.2368797,321016186,8926512,Healthcare Rx Pharmacy,132 The Queensway South,,Keswick,L4P1Z7,2397585,,"132 The Queensway S, Keswick, ON L4P 2L1, Canada"
-76.5823626,44.2368708,321012994,44222,Shoppers Drug Mart #608,1875 Bath Road,,Kingston,K7M4Y3,2410545,,"1875 Bath Rd, Kingston, ON K7M 4Y3, Canada"
-76.5669297,44.2352919,321012973,4395470,Gardiners Pharmasave,9B-500 Gardiners Road,,Kingston,K7M7W9,2260321,,"Gardiners Town Centre, 500 Gardiners Rd #9b, Kingston, ON K7M 7W9, Canada"
-79.4502505,44.2344745,321014161,6287751,Rexall #8156,C-76 Arlington Drive,,Keswick,L4P0A9,2348353,,"76 Arlington Dr Building C, Keswick, ON L4P 0A9, Canada"
-76.4937774,44.2340195,321012927,4311756,Shoppers Drug Mart #603,445 Princess Street,,Kingston,K7L1C3,2439089,,"445 Princess St, Kingston, ON K7L 1C3, Canada"
-76.4836106,44.2338097,321016524,9248076,Srx Pharmacy,119 Barrack Street,,Kingston,K7K1G2,2279025,,"119 Barrack St, Kingston, ON K7K 1G2, Canada"
-76.48326,44.2337074,321015201,7711639,Street Health Pharmacy,115 Barrack Street,,Kingston,K7K1G2,2281361,,"115 Barrack St, Kingston, ON K7L 3N6, Canada"
-76.4848938,44.2320678,321016298,9054694,Healthmart Pharmacy,175 Princess Street,,Kingston,K7L1A9,2423329,,"175 Princess St, Kingston, ON K7K 3B4, Canada"
-76.4838062,44.2314953,321015745,8415958,Shoppers Drug Mart #607,136 Princess Street,,Kingston,K7L1A7,2340193,,"136 Princess St, Kingston, ON J4Y 0K7, Canada"
-76.4827208,44.2313649,321016946,9597830,Quarry Medical Pharmacy,100 Princess Street,,Kingston,K7L1A7,2291377,,"100 Princess St, Kingston, ON K7L 1A7, Canada"
-76.4869306,44.2306681,321013278,4952910,Lovell Drugs,166 Brock Street,,Kingston,K7L5G2,2262017,,"166 Brock St, Kingston, ON K7L 5G2, Canada"
-76.4815808,44.2303533,321014533,6837836,Graham's Pharmacy,328 King Street East,,Kingston,K7L1B1,2384113,,"328 King St E, Kingston, ON K7L 3B4, Canada"
-76.4942697,44.2292193,321012345,3091914,Drugsmart Pharmacy,401B-284 Earl Street,,Kingston,K7L2H8,2272721,,"284 Earl St #401b, Kingston, ON K7L 2H8, Canada"
-76.5244687,44.2282145,321012399,3209094,Ongwanada Pharmacy,191 Portsmouth Avenue,,Kingston,K7M8A6,2444433,,"191 Portsmouth Ave, Kingston, ON K7M 8A6, Canada"
-79.448234,44.2270687,321011730,145319,Loblaw Pharmacy #520,24018 Woodbine Avenue,,Keswick,L4P3E9,2273505,,"24018 Woodbine Ave, Keswick, ON L4P 3E9, Canada"
-76.492956,44.2233569,321013524,5337414,Clinic Pharmacy,76 Stuart Street,,Kingston,K7L2V7,2395137,,"76 Stuart St, Kingston, ON K7L 2V7, Canada"
-76.6622454,44.2222944,321016754,9452870,Loyalist Compounding Pharmacy,200 Spears Boulevard,,Amherstview,K7N1Y7,2280865,,"Amherstview, Loyalist, ON K7N 1C1, Canada"
-79.4472065,44.2209313,321017252,9802671,Procare Pharmacy,234 Dovedale Drive,,Keswick,L4P0H3,2435633,,"234 Dovedale Dr, Georgina, ON L4P 0H3, Canada"
-76.5175851,44.2207465,321013725,5661893,Peters Drugs Ltd,640 King Street West,,Kingston,K7M2E5,2369393,,"640 King St W, Kingston, ON K7M 2E0, Canada"
-76.6423518,44.2195684,321017257,9805197,Shoppers Drug Mart #1397,15 Sherwood Avenue,,Amherstview,K7N1N1,2373105,,"15 Sherwood Ave, Amherstview, ON K7N 1N1, Canada"
-76.6434549,44.2191531,321011470,1045194,Amherstview Drugs,4499 Bath Road,,Kingston,K7N1A6,2443361,,"Loyalist Plaza, 4499 Bath Rd, Amherstview, ON K7N 1A6, Canada"
-79.448234,44.2188603,321012039,2286993,Wal-Mart Pharmacy,23550 Woodbine Avenue,,Keswick,L4P3E9,2412129,,"Keswick Marketplace, 23550 Woodbine Ave, Georgina, ON L4P 0E2, Canada"
-76.5711367,44.2184816,321014121,6235335,Reddendale Pharmacy,732 Front Road,,Kingston,K7M6P7,2337633,,"732 Front Rd, Kingston, ON K7M 4L5, Canada"
-79.4636172,44.2164067,321014339,6562515,Shoppers Drug Mart #648,411 The Queensway South,,Keswick,L4P2C7,2369825,,"411 The Queensway S, Keswick, ON L4P 2C7, Canada"
-76.6608059,44.2158967,321011580,123912,Hunt's Pharmacy,6 Speers Boulevard Unit K,,Amherstview,K7N1Z6,2407665,,"6 Speers Blvd k, Amherstview, ON K7N 1Z6, Canada"
-79.463087,44.2144391,321013109,4627158,Glenwoods IDA Pharmacy,5-443 The Queensway South,,Keswick,L4P3J4,2442129,,"443 The Queensway S #5, Keswick, ON L4P 3J4, Canada"
-78.7252998,44.2132415,321014406,6655434,Janetville Pharmacy,675 Janetville Road,,Janetville,L0B1K0,2270113,,"675 Janetville Rd, Janetville, ON K9V 4R4, Canada"
-77.8859466,44.2014871,321012598,3617090,Warkworth Pharmacy,26 Main Street,,Warkworth,K0K3K0,2300673,,"26 Main St, Warkworth, ON K0K 3K0, Canada"
-77.5961061,44.2010646,321015250,7780939,Madill's IDA Pharmacy,7 Mill Street,Box 150,Frankford,K0K2C0,2440545,,"7 Mill St, Frankford, ON K0K 2C0, Canada"
-79.4662694,44.197298,321015935,8635471,Georgina Medical Pharmacy,716 The Queensway South,,Keswick,L4P4C9,2365889,,"716 The Queensway S, Keswick, ON L4P 4C9, Canada"
-77.0543536,44.1964939,321015659,8312391,Deseronto Pharmacy,236 Dundas Street,,Deseronto,K0K1X0,2392097,,"236 Dundas St, Deseronto, ON K0K 1X0, Canada"
-77.3959274,44.1959246,321012470,336611,Wal-Mart Pharmacy,274 Millenium Parkway,,Belleville,K8N4Z5,2395985,,"274 Millennium Pkwy, Belleville, ON K8N 4Z5, Canada"
-77.047786,44.1950204,321012167,2657672,Gray's IDA Drug Store,346 Main Street,,Deseronto,K0K1X0,2423697,,"346 Main St, Deseronto, ON K0K 1X0, Canada"
-77.407561,44.1918219,321016676,9376276,Trustmed Pharmacy Ltd,80 Millenium Parkway,,Belleville,K8N4Z5,2341185,,"80 Millennium Pkwy, Belleville, ON K8N 4Z5, Canada"
-79.9406519,44.1908848,321014670,7018951,Everett Pharmacy,4-8069 Main Street East,,Everett,L0M1J0,2269681,,"8069 Main St E #4, Milton, ON L9T 2M3, Canada"
-79.7088279,44.1894659,321016692,9388236,Cookstown Pharmasave,52 Queen Street,Unit 2,Cookstown,L0L1L0,2281089,,"52 Queen St Unit 2, Cookstown, ON L0L 1L0, Canada"
-77.3999026,44.1885002,321016769,9472714,Shoppers Drug Mart #601,390 North Front Street,,Belleville,K8P3E1,2304225,,"390 N Front St, Belleville, ON K8P 3E1, Canada"
-77.3976281,44.1872222,321014807,7188116,Bellfront Pharmacy,1-366 North Front Street,,Belleville,K8P5E6,2449409,,"366 N Front St Unit-1, Belleville, ON K8P 3C7, Canada"
-81.6283823,44.1861384,321011847,1746212,Mckechnie Pharmacy Ltd,44 Queen Street,,Kincardine,N2Z3C1,2437009,,"44 Queen St, Kincardine, ON N2Z 1G5, Canada"
-77.3935511,44.1854118,321016153,8891470,Geen's Pharmasave,305 North Front Street,,Belleville,K8P3C3,2307521,,"305 N Front St, Belleville, ON K8P, Canada"
-76.7677152,44.1853285,321015290,7837077,Bath Family Pharmacy,1-220 Main Street,,Bath,K0H1G0,2426337,,"220 Main St Unit 1, Bath, ON K0H 1G0, Canada"
-77.4104401,44.1845297,321014823,7204759,Belleville Pharmacy,5-690 Sidney Street,,Belleville,K8P4A8,2418337,,"690 Sidney St Unit 5, Belleville, ON K8P 4A8, Canada"
-78.5659822,44.1821274,321015640,8292554,Bethany Drug Mart,1484 Highway 7A,,Bethany,L0A1A0,2373745,,"1484 ON-7A, Kawartha Lakes, ON L0A 1A0, Canada"
-77.378726,44.1803741,321015932,8632713,Cannifton Pharmacy,135 Cannifton Road,Units 2&3,Belleville,K8N4V4,2277057,,"135 Cannifton Rd, Belleville, ON K8N 4V4, Canada"
-81.6162136,44.1800036,321014012,6089877,Rexall Pharma Plus #1719,1116 Sutton Street,,Kincardine,N2Z2C6,2391969,,"1116 Sutton St, Kincardine, ON N2Z 2C6, Canada"
-80.8285811,44.1798573,321012341,3086993,Whole Health Durham Apothecary,320 College Street North,,Durham,N0G1G0,2416401,,"320 College St N, Durham, ON N0G 1R0, Canada"
-80.8184187,44.1772366,321014405,6655112,Rx Drug Mart #5003,203-207 Garafraxa Street,,Durham,N0G1R0,2438369,,"207 Garafraxa St N #203, Durham, ON N0G 1R0, Canada"
-77.3910001,44.1765789,321014376,6615950,Quinte West Pharmacy,144 North Front Street,,Belleville,K8P3B6,2416721,,"144 N Front St, Belleville, ON K8P 3B6, Canada"
